Pełna nazwa;Marka;Model;Link;Liczba drzwi;Liczba miejsc;Średnica zawracania;Promień skrętu;Długość;Szerokość;Szerokość z lusterkami bocznymi;Wysokość;Rozstaw osi;Rozstaw kół - przód;Rozstaw kół - tył;Zwis przedni;Zwis tylny;Prześwit;Długość z hakiem holowniczym;Szerokość ze złożonymi lusterkami bocznymi;Szerokość przy otwartych drzwiach z przodu;Szerokość przy otwartych drzwiach z tyłu;Wysokość z relingami dachowymi;Wysokość z anteną;Wysokość przy otwartej klapie bagażnika;Wysokość przy otwartej pokrywie silnika;Prześwit 4x4;Odległość oparcia fotela przedniego od kierownicy;Długość kolumny kierownicy;Odległość oparcia przedniego od komory silnika;Odległość od siedziska przedniego do dachu;Wysokość siedziska przedniego;Długość siedziska przedniego;Wysokość oparcia przedniego;Odległość pomiędzy siedzeniami przednimi i tylnymi;Odległość od siedziska tylnego do dachu;Odległość od podłogi do siedziska tylnego;Długość siedziska tylnego;Wysokość oparcia tylnego;Szerokość nad podłokietnikami z przodu;Szerokość nad podłokietnikami z tyłu;Szerokość na wysokości podłokietników z przodu;Szerokość na wysokości podłokietników z tyłu;Przestrzeń wsiadania z przodu - szerokość;Przestrzeń wsiadania z przodu - wysokość;Przestrzeń wsiadania z tyłu - szerokość;Przestrzeń wsiadania z tyłu - wysokość;Zakres przesuwania foteli przednich;Całkowita długość wnętrza kabiny;Całkowita szerokość wnętrza kabiny;Całkowita wysokość wnętrza kabiny;Maksymalna pojemność bagażnika (siedzenia złożone);Minimalna pojemność bagażnika (siedzenia rozłożone);Szerokość pomiędzy nadkolami;Wysokość bagażnika;Szerokość bagażnika;Długość do oparcia tylnej kanapy;Długość ze złożoną tylną kanapą;Wysokość progu załadowczego;Kąt natarcia;Kąt rampowy;Kąt zejścia;Kąt przechyłu bocznego;Możliwość podjazdu;Głębokość brodzenia;Maksymalna ładowność;Dopuszczalne obciążenie dachu;Powierzchnia „przejrzysta” przedniej szyby;Całkowita powierzchnia „przejrzysta” szyb;Produkowany;Pojemność skokowa;Typ silnika;Moc silnika;Maksymalny moment obrotowy;Moc silnika (spalinowy);Maksymalny moment obrotowy (spalinowy);Moc silnika (elektryczny);Maksymalny moment obrotowy (elektryczny);Montaż silnika;Doładowanie;Umiejscowienie wałka rozrządu;Liczba cylindrów;Układ cylindrów;Liczba zaworów;Stopień sprężania;Zapłon;Typ wtrysku;Liczba silników;Średnica cylindra × skok tłoka;Układ paliwowy;Dodatkowe informacje;Rodzaj układu kierowniczego;Opony podstawowe;Opony opcjonalne;Felgi podstawowe;Felgi opcjonalne;Rozstaw śrub;Rodzaj hamulców (przód);Rodzaj hamulców (tył);Hamowanie (100 do 0km/h) z ABS;Typ układu hamulcowego;Grubość tarcz hamulcowych (przód);Grubość tarcz hamulcowych (tył);Średnica tarcz hamulcowych (przód);Średnica tarcz hamulcowych (tył);Rodzaj zawieszenia (przód);Rodzaj zawieszenia  (tył);Amortyzatory;Rodzaj skrzyni;Nazwa skrzyni;Liczba stopni;Rodzaj napędu;Rodzaj sprzęgła;Prędkość maksymalna;Przyspieszenie (od 0 do 100km/h);400 metrów ze startu zatrzymanego;1000 metrów ze startu zatrzymanego;Średnie spalanie (cykl mieszany);Spalanie na trasie (na autostradzie);Spalanie w mieście;Pojemność akumulatora brutto;Typ ładowarki;Chłodzenie akumulatora;Pojemność akumulatora netto;Metodologia pomiaru zasięgu;Zużycie energii;Maksymalny zasięg przy oszczędnej jeździe na długiej trasie;Średni maksymalny zasięg;Średni minimalny zasięg;Maksymalna moc ładowania DC;Maksymalna moc ładowania AC;Stacja szybkiego ładowania;Gniazdko 3F/Stacja AC;Gniazdko 1F;Pojemność zbiornika paliwa;Zasięg (cykl mieszany);Zasięg (autostrada);Zasięg (miasto);Emisja CO₂;Norma emisji spalin;Minimalna masa własna pojazdu (bez obciążenia);Maksymalna masa całkowita pojazdu (w pełni obciążonego);Maksymalna masa przyczepy z hamulcami;Maksymalna masa przyczepy bez hamulców;Maksymalny nacisk na hak;Pojemność akumulatora;Pojemność akumulatora w wersji z klimatyzacja;System start&stop;Kod silnika
Audi Q4 E Tron 50 82 Kwh 299hp Quattro;Audi;Q4 e-tron;https://www.auto-data.net/pl/audi-q4-e-tron-50-82-kwh-299hp-quattro-42801;5;5;brak danych;11.5 m;4588 mm;1865 mm;2108 mm;1617 mm;2764 mm;1587 mm;1565 mm;854 mm;970 mm;180 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;180 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1490 l;520 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;16.9°;brak danych;19.4°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2023 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;162 Nm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/55 R19;235/50 R20;8J x 19;8J x 20;brak danych;Tarczowe wentylowane, 350 mm;Bębnowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne, typu McPherson ze sprężyną śrubową i drążkiem stabilizującym;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;1 biegów;4x4;brak danych;180 km/h;6.2 s;brak danych;brak danych;brak danych;brak danych;brak danych;82 kWh;brak danych;brak danych;brak danych;brak danych;16.5 kWh/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;2135 kg;585 kg;brak danych;750 kg;1200 kg;82 kWh;brak danych;brak danych;brak danych
Audi Q4 E Tron 45 82 Kwh 265hp Quattro;Audi;Q4 e-tron;https://www.auto-data.net/pl/audi-q4-e-tron-45-82-kwh-265hp-quattro-45311;5;5;brak danych;11.5 m;4588 mm;1865 mm;2108 mm;1632 mm;2764 mm;1587 mm;1565 mm;854 mm;970 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1490 l;520 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;16.9°;brak danych;19.4°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2023 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;150 Nm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/55 R19;235/50 R20;8J x 19;8J x 20;brak danych;Tarczowe wentylowane;Bębnowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne, typu McPherson ze sprężyną śrubową i drążkiem stabilizującym;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;1 biegów;4x4;brak danych;180 km/h;6.9 s;brak danych;brak danych;brak danych;brak danych;brak danych;82 kWh;brak danych;brak danych;brak danych;brak danych;16.5 kWh/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;2135 kg;585 kg;brak danych;750 kg;1200 kg;82 kWh;brak danych;brak danych;brak danych
Audi Q4 E Tron 40 82 Kwh 204hp;Audi;Q4 e-tron;https://www.auto-data.net/pl/audi-q4-e-tron-40-82-kwh-204hp-42800;5;5;brak danych;10.2 m;4588 mm;1865 mm;2108 mm;1632 mm;2764 mm;1587 mm;1565 mm;854 mm;970 mm;180 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;180 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1490 l;520 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;16.9°;brak danych;19.4°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2023 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;310 Nm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/55 R19;235/50 R20;8J x 19;8J x 20;brak danych;Tarczowe wentylowane, 330 mm;Bębnowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne, typu McPherson ze sprężyną śrubową i drążkiem stabilizującym;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;1 biegów;na tylną oś;brak danych;160 km/h;8.5 s;brak danych;brak danych;brak danych;brak danych;brak danych;82 kWh;brak danych;brak danych;brak danych;brak danych;16.3 kWh/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;2050 kg;590 kg;brak danych;750 kg;1000 kg;82 kWh;brak danych;brak danych;brak danych
Audi Q4 E Tron 35 55 Kwh 170hp;Audi;Q4 e-tron;https://www.auto-data.net/pl/audi-q4-e-tron-35-55-kwh-170hp-52308;5;5;brak danych;10.2 m;4588 mm;1865 mm;2108 mm;1632 mm;2764 mm;1587 mm;1565 mm;854 mm;970 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1490 l;520 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;17.7°;brak danych;23.3°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2024 r do 2024 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;310 Nm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/55 R19;235/50 R20;8J x 19;8J x 20;brak danych;Tarczowe wentylowane;Bębnowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne, typu McPherson ze sprężyną śrubową i drążkiem stabilizującym;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;1 biegów;na tylną oś;brak danych;160 km/h;9 s;brak danych;brak danych;brak danych;brak danych;brak danych;55 kWh;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1915 kg;585 kg;brak danych;750 kg;1000 kg;55 kWh;brak danych;brak danych;brak danych
Audi Q4 E Tron 35 55 Kwh 170hp;Audi;Q4 e-tron;https://www.auto-data.net/pl/audi-q4-e-tron-35-55-kwh-170hp-42799;5;5;brak danych;10.2 m;4588 mm;1865 mm;2108 mm;1632 mm;2764 mm;1587 mm;1565 mm;854 mm;970 mm;180 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;180 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1490 l;520 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;16.9°;brak danych;19.4°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2022 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;310 Nm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/55 R19;235/50 R20;8J x 19;8J x 20;brak danych;Tarczowe wentylowane, 330 mm;Bębnowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne, typu McPherson ze sprężyną śrubową i drążkiem stabilizującym;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;1 biegów;na tylną oś;brak danych;160 km/h;9 s;brak danych;brak danych;brak danych;brak danych;brak danych;55 kWh;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1890 kg;585 kg;brak danych;750 kg;1000 kg;55 kWh;brak danych;brak danych;brak danych
Audi Q4 E Tron Concept 82 Kwh 306hp Quattro;Audi;Q4 e-tron;https://www.auto-data.net/pl/audi-q4-e-tron-concept-82-kwh-306hp-quattro-36256;4;4;brak danych;brak danych;4590 mm;1950 mm;brak danych;1610 mm;2770 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;od 2019 r do 2021 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;310 Nm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;niezależne typu McPherson;Niezależne zawieszenie wielowahaczowe;brak danych;brak danych;brak danych;brak danych;4x4;brak danych;180 km/h;6.3 s;brak danych;brak danych;brak danych;brak danych;brak danych;82 kWh;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;82 kWh;brak danych;brak danych;brak danych
Audi Q5 Ii Sportback Fy Facelift 2020 55 Tfsi E 367hp Plug In Hybrid Quattro S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-sportback-fy-facelift-2020-55-tfsi-e-367hp-plug-in-hybrid-quattro-s-tronic-45248;5;5;brak danych;11.8 m;4689 mm;1893 mm;2140 mm;1658 mm;2819 mm;1616 mm;1609 mm;910 mm;960 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1365 l;455 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;19.9°;brak danych;21.1°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2024 r;brak danych;brak danych;brak danych;370 Nm przy 1600 obr/min;brak danych;brak danych;brak danych;350 Nm;brak danych;brak danych;DOHC;4;brak danych;4;9.6:1;brak danych;Wtrysk bezpośredni;brak danych;82.5 mm;brak danych;brak danych;Przekładnia zębatkowa;235/60 R18;brak danych;8J x 18;brak danych;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;239 km/h;5.3 s;brak danych;brak danych;brak danych;brak danych;brak danych;17.9 kWh;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;54 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;2075 kg;585 kg;brak danych;750 kg;2000 kg;17.9 kWh;brak danych;brak danych;DRYA
Audi Q5 Ii Sportback Fy Facelift 2020 50 Tfsi E 299hp Plug In Hybrid Quattro S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-sportback-fy-facelift-2020-50-tfsi-e-299hp-plug-in-hybrid-quattro-s-tronic-45247;5;5;brak danych;11.8 m;4689 mm;1893 mm;2140 mm;1609 mm;2819 mm;1616 mm;1609 mm;910 mm;960 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1365 l;455 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;19.9°;brak danych;21.1°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2024 r;brak danych;brak danych;brak danych;370 Nm przy 1600 obr/min;brak danych;brak danych;brak danych;350 Nm;brak danych;brak danych;DOHC;4;brak danych;4;9.6:1;brak danych;Wtrysk bezpośredni;brak danych;82.5 mm;brak danych;brak danych;Przekładnia zębatkowa;235/60 R18;brak danych;8J x 18;brak danych;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;239 km/h;6.1 s;brak danych;brak danych;brak danych;brak danych;brak danych;17.9 kWh;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;54 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;2075 kg;585 kg;brak danych;750 kg;2000 kg;17.9 kWh;brak danych;brak danych;DRYA
Audi Q5 Ii Sportback Fy Facelift 2020 50 Tdi V6 286hp Mild Hybrid Quattro Tiptronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-sportback-fy-facelift-2020-50-tdi-v6-286hp-mild-hybrid-quattro-tiptronic-41842;5;5;brak danych;brak danych;4689 mm;1893 mm;2140 mm;1660 mm;2819 mm;1616 mm;1609 mm;910 mm;960 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1480 l;510 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2020 r do 2024 r;brak danych;brak danych;brak danych;620 Nm przy 1750 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;6;brak danych;4;brak danych;brak danych;Diesel common rail;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/60 R18;brak danych;8J x 18;brak danych;brak danych;Tarczowe wentylowane;Tarczowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;automatyczna;brak danych;8 biegów;4x4;brak danych;240 km/h;5.7 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;70 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;1955 kg;brak danych;brak danych;750 kg;2400 kg;brak danych;brak danych;brak danych;EA897evo3DMGA
Audi Q5 Ii Sportback Fy Facelift 2020 45 Tfsi 265hp Mild Hybrid Quattro Ultra S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-sportback-fy-facelift-2020-45-tfsi-265hp-mild-hybrid-quattro-ultra-s-tronic-41841;5;5;brak danych;brak danych;4689 mm;1893 mm;2140 mm;1660 mm;2819 mm;1616 mm;1609 mm;910 mm;960 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1480 l;510 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2020 r do 2024 r;brak danych;brak danych;brak danych;370 Nm przy 1600 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;brak danych;brak danych;Wtrysk bezpośredni;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/60 R18;brak danych;8J x 18;brak danych;brak danych;Tarczowe wentylowane;Tarczowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;240 km/h;6.1 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;70 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;1775 kg;brak danych;brak danych;750 kg;2400 kg;brak danych;brak danych;brak danych;DPUA,DPVA
Audi Q5 Ii Sportback Fy Facelift 2020 40 Tfsi 204hp Mild Hybrid Quattro Ultra S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-sportback-fy-facelift-2020-40-tfsi-204hp-mild-hybrid-quattro-ultra-s-tronic-45250;5;5;brak danych;11.8 m;4689 mm;1893 mm;2140 mm;1660 mm;2819 mm;1616 mm;1609 mm;910 mm;960 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1480 l;510 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2024 r;brak danych;brak danych;brak danych;320 Nm przy 1450 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;DOHC;4;brak danych;4;brak danych;brak danych;Wtrysk bezpośredni;brak danych;82.5 mm;brak danych;brak danych;Przekładnia zębatkowa;235/65 R17;235/60 R18;8J x 17;8J x 18;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;223 km/h;7.3 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;70 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;1770 kg;670 kg;brak danych;750 kg;2400 kg;brak danych;brak danych;brak danych;brak danych
Audi Q5 Ii Sportback Fy Facelift 2020 40 Tdi 204hp Mild Hybrid Quattro Ultra S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-sportback-fy-facelift-2020-40-tdi-204hp-mild-hybrid-quattro-ultra-s-tronic-41843;5;5;brak danych;brak danych;4689 mm;1893 mm;2140 mm;1660 mm;2819 mm;1616 mm;1609 mm;910 mm;960 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1480 l;510 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2020 r do 2024 r;brak danych;brak danych;brak danych;400 Nm przy 1750 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;brak danych;brak danych;Diesel common rail;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/60 R18;brak danych;8J x 18;brak danych;brak danych;Tarczowe wentylowane;Tarczowe;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;222 km/h;7.6 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;65 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;1825 kg;brak danych;brak danych;750 kg;2400 kg;brak danych;brak danych;brak danych;DTPA
